City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
455,Parthenay,FR,46.6667,-0.4167,75.18,55,92,14.54,overcast clouds
456,Mosquera,CO,4.7059,-74.2302,62.69,67,75,5.75,broken clouds
457,Kingman,US,35.1894,-114.053,83.55,4,0,0.0,clear sky
458,Aksarka,RU,66.5606,67.7975,50.02,80,99,7.43,light rain
459,Cam Ranh,VN,11.9214,109.1591,80.56,83,20,2.3,few clouds
460,Sourpi,GR,39.1,22.9,76.62,57,20,9.22,few clouds
461,Totness,SR,5.8833,-56.3167,82.24,81,100,5.93,overcast clouds
462,Steinbach,DE,50.1667,8.5667,80.78,25,0,10.36,clear sky
463,Honiara,SB,-9.4333,159.95,77.36,87,37,3.11,scattered clouds
464,Oktyabrskiy,RU,54.4815,53.471,57.43,73,65,5.79,light rain
465,Agirish,RU,61.9247,63.0231,54.5,61,99,6.91,overcast clouds
466,Dwarka,IN,22.2394,68.9678,84.11,78,0,16.17,clear sky
467,Maniitsoq,GL,65.4167,-52.9,30.6,44,2,6.13,clear sky
468,Viking,CA,53.1001,-111.7684,55.53,49,13,6.33,few clouds
469,Talara,PE,-4.5772,-81.2719,74.16,64,0,23.02,clear sky
470,Waingapu,ID,-9.6567,120.2641,77.65,83,16,5.19,few clouds
471,Phangnga,TH,8.4509,98.5298,82.44,90,99,3.31,overcast clouds
472,Yabrud,SY,33.9674,36.6574,66.49,28,0,23.09,clear sky
473,Hokitika,NZ,-42.7167,170.9667,57.38,87,100,3.67,overcast clouds
474,Yaan,NG,7.3833,8.5667,92.59,47,97,0.87,overcast clouds
475,Hays,US,30.0502,-98.0336,85.19,63,1,5.01,clear sky
476,Saint-Georges,GD,12.0564,-61.7485,85.68,70,20,20.71,few clouds
477,Eidfjord,NO,60.4675,7.0719,49.69,97,99,4.61,overcast clouds
478,Halifax,CA,44.6453,-63.5724,49.89,87,100,12.66,overcast clouds
479,Doba,TD,8.65,16.85,75.88,80,83,7.78,heavy intensity rain
480,Omboue,GA,-1.5746,9.2618,82.29,80,65,8.19,light rain
481,Oud-Beijerland,NL,51.8242,4.4125,80.02,37,93,13.8,overcast clouds
482,Bichura,RU,50.5881,107.6022,54.52,29,19,4.05,few clouds
483,Marsa Matruh,EG,31.3525,27.2453,70.03,69,0,11.65,clear sky
484,Hovd,MN,48.0056,91.6419,61.72,17,40,1.07,scattered clouds
485,Glasgow,GB,55.8652,-4.2576,66.15,74,20,13.0,few clouds
486,Nanortalik,GL,60.1432,-45.2371,31.19,72,53,10.76,broken clouds
487,Wau,SS,7.7029,27.9953,96.53,31,84,4.59,broken clouds
488,Teguldet,RU,57.3064,88.1667,63.05,71,99,12.01,light rain
489,Ust-Karsk,RU,52.7011,118.8077,43.54,52,69,1.07,broken clouds
490,Nanakuli,US,21.3906,-158.1547,75.15,72,100,4.61,overcast clouds
491,Urk,NL,52.6625,5.6014,77.18,55,74,10.0,broken clouds
492,Kaniama,CD,-7.5667,24.1833,86.58,34,23,0.78,few clouds
493,Aldergrove,CA,49.058,-122.4709,52.48,95,100,8.05,light rain
494,Zelenyy Bor,RU,53.6667,91.6667,69.82,33,100,2.44,overcast clouds
495,Conceicao Do Araguaia,BR,-8.2578,-49.2647,85.24,66,100,3.22,overcast clouds
496,Salair,RU,54.2312,85.7972,57.42,84,100,7.72,overcast clouds
497,Gweta,BW,-20.1833,25.2333,82.38,17,2,8.97,clear sky
498,Adra,ES,36.7496,-3.0206,71.78,63,38,8.34,scattered clouds
499,Richards Bay,ZA,-28.783,32.0377,68.97,80,26,3.22,light rain
500,Jaisalmer,IN,26.9147,70.9181,98.28,13,0,19.71,clear sky
501,West Wendover,US,40.7391,-114.0733,63.61,39,0,4.61,clear sky
502,Sheridan,US,44.8333,-106.9173,58.32,58,0,6.91,clear sky
503,Uyuni,BO,-20.4597,-66.825,46.56,27,0,18.41,clear sky
504,Coahuayana,MX,18.7333,-103.6833,86.47,41,87,2.51,overcast clouds
505,Mufulira,ZM,-12.5498,28.2407,70.3,52,6,3.33,clear sky
506,Bambanglipuro,ID,-7.95,110.2833,80.11,83,79,0.69,broken clouds
507,Ouesso,CG,1.6136,16.0517,83.66,64,100,1.68,overcast clouds
508,Pavlovsk,RU,50.4578,40.1081,57.69,72,82,12.91,light rain
509,Kyren,RU,51.6828,102.1408,56.64,33,25,2.59,scattered clouds
510,Rudnogorsk,RU,57.2639,103.7519,58.48,36,92,3.74,overcast clouds
511,Nioro,GM,13.35,-15.75,110.25,9,0,11.65,clear sky
512,Bria,CF,6.5423,21.9863,77.79,69,100,1.43,overcast clouds
513,Vila,PT,42.0304,-8.1588,58.08,74,100,13.44,overcast clouds
514,Tanggu,CN,39.0211,117.6469,71.56,27,46,12.82,scattered clouds
515,Bilibino,RU,68.0546,166.4372,19.44,96,100,4.41,overcast clouds
516,Kedrovyy,RU,56.1667,91.8167,57.87,44,38,3.04,scattered clouds
517,Chapais,CA,49.7834,-74.8492,67.78,65,100,6.46,overcast clouds
518,Krasnoselkup,RU,65.7,82.4667,54.19,86,100,2.59,overcast clouds
519,Bani,DO,18.2833,-70.3333,83.86,65,76,11.99,broken clouds
520,Preeceville,CA,51.95,-102.6677,44.56,66,28,19.17,scattered clouds
521,Saint-Augustin,CA,51.226,-58.6502,44.56,55,75,6.24,broken clouds
522,Makat,KZ,47.6469,53.3463,65.19,67,17,11.81,light rain
523,Suntar,RU,62.1444,117.6319,41.61,93,100,6.76,moderate rain
524,Seoul,KR,37.5683,126.9778,54.84,58,0,2.3,clear sky
525,Arman,RU,59.7,150.1667,41.02,94,100,21.59,light rain
526,Norden,DE,53.6,7.2,68.14,64,89,4.0,overcast clouds
527,Tiznit,MA,29.5833,-9.5,78.91,33,0,14.76,clear sky
528,Tomatlan,MX,19.9333,-105.25,82.9,38,49,1.21,scattered clouds
529,Chishtian Mandi,PK,29.8,72.8667,104.31,7,1,13.38,clear sky
530,Luanda,AO,-8.8368,13.2343,79.65,76,8,11.52,clear sky
531,Heide,DE,54.2,9.1,68.18,58,54,3.09,broken clouds
532,Dakar,SN,14.6937,-17.4441,92.28,48,2,4.61,dust
533,Havoysund,NO,70.9963,24.6622,41.23,94,100,6.02,light rain
534,Paamiut,GL,61.994,-49.6678,28.56,68,12,11.65,few clouds
535,Cherskiy,RU,68.75,161.3,19.9,91,100,4.27,overcast clouds
536,Ndioum,SN,16.5129,-14.6471,112.51,6,20,20.02,few clouds
537,Bristol,US,41.8334,-71.1662,75.09,82,100,10.36,overcast clouds
538,Celestun,MX,20.8667,-90.4,80.87,59,1,3.94,clear sky
539,Ha Giang,VN,22.8333,104.9833,69.76,90,100,2.71,overcast clouds
540,Nemyriv,UA,48.9708,28.8378,60.3,58,48,15.48,scattered clouds
541,Show Low,US,34.2542,-110.0298,78.08,11,0,0.0,clear sky
542,Sjenica,RS,43.2731,19.9994,65.86,51,12,6.49,few clouds
543,Kushmurun,KZ,52.4503,64.6311,58.69,85,100,12.82,light rain
544,Soyo,AO,-6.1349,12.3689,81.95,75,21,10.74,few clouds
545,Aberdeen,GB,57.1437,-2.0981,63.66,77,91,11.5,overcast clouds
546,Gat,IL,31.61,34.7642,74.79,44,0,12.68,clear sky
547,Amahai,ID,-3.3333,128.9167,79.52,83,94,2.57,overcast clouds
548,Bandarbeyla,SO,9.4942,50.8122,83.16,80,9,24.34,clear sky
549,Iracoubo,GF,5.4802,-53.2011,80.94,89,100,10.78,overcast clouds
550,Mapiri,BO,-15.25,-68.1667,77.41,77,72,1.19,broken clouds
551,Sawtell,AU,-30.3833,153.1,71.62,94,100,0.0,overcast clouds
552,Aizkraukle,LV,56.6048,25.2553,55.08,44,21,13.62,few clouds
553,Hervey Bay,AU,-25.2986,152.8535,71.02,96,71,4.0,broken clouds
554,La Cruz,MX,23.9167,-106.9,79.18,69,93,3.6,overcast clouds
555,Shitkino,RU,56.3703,98.3543,62.62,42,100,1.97,overcast clouds
556,Anloga,GH,5.7947,0.8973,84.72,69,50,11.92,scattered clouds
557,Tuensang,IN,26.2833,94.8333,68.2,95,92,2.57,overcast clouds
558,Wapakoneta,US,40.5678,-84.1936,76.41,64,0,3.44,clear sky
559,Nabire,ID,-3.3667,135.4833,76.33,90,98,2.13,light rain
560,Faya,SA,18.3851,42.4509,80.71,11,0,13.2,clear sky
561,San Quintin,MX,30.4833,-115.95,66.94,64,5,4.34,clear sky
562,Marawi,PH,7.9986,124.2928,70.39,90,100,1.48,overcast clouds
563,Tevriz,RU,57.509,72.4042,58.75,51,28,4.97,scattered clouds
564,Sirsi,IN,14.6167,74.85,73.54,87,96,8.99,overcast clouds
565,Parnamirim,BR,-5.9156,-35.2628,84.54,79,75,17.27,broken clouds
566,Eatonton,US,33.3268,-83.3885,84.56,64,91,4.0,overcast clouds
567,Belaya Gora,RU,68.5333,146.4167,20.32,92,99,8.61,overcast clouds
568,Dalvik,IS,65.9702,-18.5286,60.73,79,97,8.77,overcast clouds
569,Coquimbo,CL,-29.9533,-71.3436,55.13,82,100,3.44,overcast clouds
570,Comodoro Rivadavia,AR,-45.8667,-67.5,53.46,43,0,2.3,clear sky
571,Banes,CU,20.9625,-75.7186,85.21,58,94,2.37,overcast clouds
572,Ketchikan,US,55.3422,-131.6461,43.52,94,100,2.59,moderate rain
573,Limbazi,LV,57.5129,24.7194,54.03,52,5,14.12,clear sky
574,Denizli,TR,37.8402,29.0698,74.43,46,76,0.94,broken clouds
575,Kilindoni,TZ,-7.9139,39.6668,80.96,71,0,13.0,clear sky
576,Batagay-Alyta,RU,67.8006,130.4114,2.5,96,40,7.23,scattered clouds
577,La Asuncion,VE,11.0333,-63.8628,81.55,72,73,14.2,broken clouds
578,Sebezh,RU,56.2955,28.4654,57.88,40,90,13.24,overcast clouds
579,Shaoyang,CN,27.2315,111.4525,53.53,94,100,2.82,overcast clouds
580,Samarina,RU,57.8878,27.8054,57.09,48,99,13.42,overcast clouds
581,Tutoia,BR,-2.7619,-42.2744,86.2,64,73,12.15,broken clouds
582,San Luis,AR,-33.295,-66.3356,56.23,35,9,10.0,clear sky
583,Teguise,ES,29.0605,-13.564,68.22,78,20,6.91,few clouds
584,Buchanan,LR,5.8808,-10.0467,84.25,75,97,7.96,moderate rain
585,Mandawar,IN,29.5,78.1333,97.72,6,0,3.4,clear sky
586,Narasannapeta,IN,18.4167,84.05,84.7,81,1,10.31,clear sky
587,Lieksa,FI,63.3167,30.0167,44.4,89,100,5.79,light rain
588,Kismayo,SO,-0.3582,42.5454,81.09,77,76,11.34,broken clouds
589,Avera,US,33.194,-82.5271,82.54,56,100,5.06,overcast clouds
590,Berlevag,NO,70.8578,29.0864,42.6,81,100,12.66,overcast clouds
591,Ishigaki,JP,24.3448,124.1572,71.73,100,75,17.27,broken clouds
592,Ornskoldsvik,SE,63.2909,18.7153,52.75,40,75,19.57,broken clouds
593,Peleduy,RU,59.6289,112.7406,48.99,77,100,3.36,overcast clouds
594,Wellington,NZ,-41.2866,174.7756,58.66,96,100,5.75,overcast clouds
595,Deer Lake,CA,49.1667,-57.4316,42.66,65,100,10.36,overcast clouds
596,Byron Bay,AU,-28.65,153.6167,70.72,95,27,5.55,scattered clouds
597,Santa Fe,AR,-31.6333,-60.7,61.0,62,88,5.01,overcast clouds
598,Turka,UA,49.1541,23.0297,60.46,57,58,8.84,broken clouds
599,Okhotsk,RU,59.3833,143.3,34.11,96,100,42.35,light snow
600,Srednekolymsk,RU,67.45,153.6833,22.86,91,99,11.77,overcast clouds
601,Geilo,NO,60.5333,8.2076,46.71,77,71,8.55,broken clouds
602,Marzuq,YE,14.4,46.4667,86.74,9,1,8.66,clear sky
603,Berezovo,RU,63.9381,65.0419,51.84,68,94,9.62,overcast clouds
604,Rawson,AR,-43.3002,-65.1023,52.74,67,12,21.18,few clouds
605,Darhan,MN,49.4867,105.9228,60.31,23,69,1.79,broken clouds
606,Pervomayskoye,RU,43.919,46.7102,74.79,42,7,2.66,clear sky
607,Port-Cartier,CA,50.0334,-66.8654,50.22,66,67,16.4,broken clouds
608,Arkhangelsk,RU,64.5401,40.5433,66.31,45,20,6.71,few clouds
609,Isla Vista,US,34.4133,-119.861,86.31,56,0,3.44,clear sky
610,Hami,CN,42.8,93.45,73.18,6,68,6.44,broken clouds
611,Rio Grande,BR,-32.035,-52.0986,62.94,79,100,17.52,overcast clouds
612,Khash,IR,28.2211,61.2158,74.12,18,0,13.06,clear sky
613,Marovoay,MG,-16.1,46.6333,79.45,49,0,1.7,clear sky
614,Teluk Nibung,ID,3.001,99.8164,79.02,88,100,1.16,overcast clouds
615,Kuching,MY,1.55,110.3333,79.02,94,20,1.99,few clouds
616,Otane,NZ,-39.8833,176.6333,58.01,99,100,3.15,overcast clouds
617,Moose Factory,CA,51.2585,-80.6094,68.0,68,0,9.22,clear sky
618,Santa Cruz,BO,-17.8,-63.1667,73.45,60,75,17.27,broken clouds
619,Half Moon Bay,US,37.4636,-122.4286,62.87,87,100,18.41,fog
620,Maningrida,AU,-12.0667,134.2667,76.84,81,1,4.45,clear sky
621,Kearney,US,40.6995,-99.0815,61.36,67,100,11.5,overcast clouds
622,Magaria,NE,12.9983,8.9099,104.47,7,57,14.5,broken clouds
623,Santiago De Cao,PE,-7.9589,-79.2392,66.33,77,0,11.5,clear sky
624,Aktash,RU,50.3,87.7333,47.34,42,100,3.18,overcast clouds
625,Tuy Hoa,VN,13.0833,109.3,78.21,91,100,5.53,overcast clouds
626,Oistins,BB,13.0667,-59.5333,84.29,74,40,24.16,scattered clouds
627,Amberley,US,39.2048,-84.428,77.95,71,0,1.99,clear sky
628,Isabela,PH,6.7085,121.9711,78.85,88,100,5.66,overcast clouds
629,Tateyama,JP,34.9833,139.8667,60.1,82,100,2.84,light rain
630,Sakaiminato,JP,35.55,133.2333,58.98,77,75,2.3,broken clouds
631,Sarkand,KZ,45.41,79.9186,55.94,71,100,7.16,overcast clouds
632,Palana,RU,59.1167,159.9667,32.99,85,20,9.24,few clouds
633,Santa Luzia,BR,-19.7697,-43.8514,74.3,62,100,8.05,overcast clouds
634,Sakete,BJ,6.7362,2.6587,92.46,49,67,9.06,broken clouds
635,Poltava,UA,49.5937,34.5407,58.53,69,82,13.35,light rain
636,Gannan,CN,47.9147,123.5031,50.99,24,67,6.38,broken clouds
637,Tabas,IR,33.5959,56.9244,82.33,12,0,10.6,clear sky
638,Maumere,ID,-8.6199,122.2111,80.33,77,62,4.5,broken clouds
639,Yamada,JP,39.4667,141.95,47.32,77,100,6.08,overcast clouds
640,Prince Rupert,CA,54.3161,-130.3201,44.69,95,100,9.22,light rain
641,Siderno,IT,38.2779,16.302,72.86,56,0,2.44,clear sky
642,Manokwari,ID,-0.8667,134.0833,78.84,82,100,2.53,overcast clouds
643,Ust-Nera,RU,64.5667,143.2,32.05,98,100,8.84,light snow
644,Husavik,IS,66.0449,-17.3389,51.06,73,93,8.9,light rain
645,Tshela,CD,-4.9833,12.9333,88.61,59,98,2.48,overcast clouds
646,Amga,RU,60.8953,131.9608,32.23,82,100,10.76,overcast clouds
647,Luang Prabang,LA,19.8856,102.1347,75.67,95,75,1.7,broken clouds
648,Edmundston,CA,47.3737,-68.3251,66.43,48,100,13.8,overcast clouds
649,Chumikan,RU,54.7183,135.315,37.98,67,100,17.52,overcast clouds
650,Sibolga,ID,1.7427,98.7792,79.48,86,96,1.77,overcast clouds
651,Phulpur,IN,25.55,82.1,101.93,7,14,6.89,few clouds
652,Guangyuan,CN,32.442,105.823,60.91,75,99,2.68,overcast clouds
653,Palaikastron,GR,35.2,26.25,70.09,65,0,8.84,clear sky
654,Yanam,IN,16.7333,82.2167,84.22,82,6,5.59,clear sky
655,Caska,MK,41.6506,21.6622,81.12,45,55,5.59,broken clouds
656,Pimentel,PE,-6.8367,-79.9342,68.29,68,0,17.27,clear sky
657,Pitimbu,BR,-7.4706,-34.8086,82.99,77,100,10.96,overcast clouds
658,Douentza,ML,14.9951,-2.9517,104.9,4,51,3.15,broken clouds
659,Kotaparh,IN,19.15,82.35,86.04,47,51,11.03,broken clouds
660,Romita,MX,20.8667,-101.5167,75.83,35,0,4.61,clear sky
661,Arak,IR,34.0917,49.6892,78.08,19,7,11.14,clear sky
662,Vao,NC,-22.6667,167.4833,73.44,70,3,16.42,clear sky
663,Rio Verde De Mato Grosso,BR,-18.9181,-54.8442,76.19,76,73,5.44,moderate rain
664,Bairiki,KI,1.3292,172.9752,80.6,83,75,2.3,light rain
665,Dryden,CA,49.7833,-92.7503,46.69,71,100,17.27,overcast clouds
666,Maroantsetra,MG,-15.4333,49.7333,74.37,72,10,9.44,clear sky
667,Cuamba,MZ,-14.8031,36.5372,71.22,56,64,3.76,broken clouds
668,Porto-Vecchio,FR,41.591,9.2795,78.46,38,0,9.22,clear sky
669,Nerchinskiy Zavod,RU,51.3088,119.61,42.67,50,53,2.93,broken clouds
670,Ostersund,SE,63.1792,14.6357,41.45,70,20,24.16,few clouds
671,Dali,CN,25.7,100.1833,60.76,91,73,2.73,broken clouds
672,Denpasar,ID,-8.65,115.2167,80.26,83,20,4.61,few clouds
673,Houston,US,29.7633,-95.3633,84.94,70,20,12.66,few clouds
674,Coronado,US,32.6859,-117.1831,80.26,68,40,5.75,scattered clouds
675,Vanavara,RU,60.34,102.2797,54.63,57,78,4.88,broken clouds
676,Tianpeng,CN,30.9866,103.9393,59.47,79,9,4.52,clear sky
677,San Antonio,US,29.4241,-98.4936,85.12,67,0,8.05,clear sky
678,Barra,BR,-11.0894,-43.1417,87.04,39,90,6.51,overcast clouds
679,Chunskiy,RU,56.0815,99.6342,61.39,40,100,3.15,overcast clouds
680,Yatou,CN,37.15,122.3833,52.66,80,21,8.25,few clouds
681,Codrington,AU,-38.2667,141.9667,48.79,83,18,11.45,few clouds
682,Tsiroanomandidy,MG,-18.7667,46.0333,67.71,58,53,3.67,broken clouds
683,Igrim,RU,63.1906,64.4162,51.84,73,94,7.07,overcast clouds
684,Nola,IT,40.922,14.5329,81.05,61,32,7.0,scattered clouds
685,Cabra,ES,37.4725,-4.4421,78.28,40,86,13.58,overcast clouds
686,Rocha,UY,-34.4833,-54.3333,59.32,49,98,12.44,overcast clouds
