City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
348,Souillac,MU,74.73,light rain,-20.5167,57.5167,Shanti Maurice Resort & Spa
349,Cayenne,GF,83.08,light rain,4.9333,-52.3333,Hôtel Le Dronmi
352,Agadir,MA,79.25,clear sky,30.4202,-9.5982,Iberostar Founty Beach
353,Mayumba,GA,80.83,light rain,-3.432,10.6554,LIKWALE LODGE
354,Portland,US,60.91,broken clouds,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
356,Chimoio,MZ,66.15,few clouds,-19.1164,33.4833,Predio Livraria Ahmed
359,Olanchito,HN,82.24,broken clouds,15.5,-86.5667,Hotel Beverly
360,Lowestoft,GB,65.23,overcast clouds,52.4752,1.7516,Premier Inn Lowestoft hotel
361,Namatanai,PG,79.41,overcast clouds,-3.6667,152.4333,Seagulls Inn Namatani
364,Daru,PG,77.45,clear sky,-9.0763,143.2092,Daru Lodge
365,Bestobe,KZ,64.98,broken clouds,52.4994,73.0975,
369,Derzhavinsk,KZ,61.36,overcast clouds,51.1,66.3167,Ooo.khim Baza
370,Saint-Pierre,RE,74.88,clear sky,-21.3393,55.4781,Alize Plage
372,Sao Paulo De Olivenca,BR,75.15,heavy intensity rain,-3.3783,-68.8725,
374,Thohoyandou,ZA,64.69,moderate rain,-22.9456,30.485,Masili Guesthouse & Conference
375,Abatskoye,RU,60.21,broken clouds,56.2875,70.4555,Gostinitsa Abatskaya
376,Matagami,CA,69.91,scattered clouds,49.7502,-77.6328,Motel Le Caribou
377,Kupang,ID,77.74,few clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
381,Novoselytsya,UA,66.49,few clouds,48.2193,26.2653,Pryvatna Sadyba
382,La Riviera,US,74.95,clear sky,38.5668,-121.3569,Travelodge by Wyndham Sacramento / Rancho Cordova
384,Malartic,CA,68.54,overcast clouds,48.1335,-78.1328,Camping Regional De Malartic
385,Lepe,ES,71.2,broken clouds,37.2548,-7.2043,Hotel La Barca
387,Mazamari,PE,82.0,broken clouds,-11.3258,-74.5308,Hospedaje Ratto
390,Dingle,PH,77.95,overcast clouds,10.9995,122.6711,SEGAYA PROPERTY
391,Urumqi,CN,68.95,clear sky,43.801,87.6005,Hua Ling Grand Hotel Urumqi
393,Chicama,PE,64.94,scattered clouds,-7.8447,-79.1469,Balihai Bungalows
396,Carmen,MX,82.44,broken clouds,18.6333,-91.8333,Hotel Lossandes
397,Asau,RO,70.72,overcast clouds,46.4333,26.4,Casa Mika Ciobanus
398,Bonthe,SL,84.94,broken clouds,7.5264,-12.505,Bonthe Holiday Village
400,Aracaju,BR,84.15,broken clouds,-10.9111,-37.0717,HOTEL FÊNIX
402,Luangwa,ZM,79.09,clear sky,-15.6167,30.4167,Gerasimos Safari Lodge
404,Anse-Bertrand,GP,81.95,few clouds,16.4721,-61.5078,Le Domharry
405,Kashi,CN,63.61,overcast clouds,39.4547,75.9797,帕米尔青年旅舍
406,Auki,SB,76.95,scattered clouds,-8.7676,160.7034,Auki Motel
408,Kalabo,ZM,79.07,broken clouds,-14.97,22.6814,Sikakubete Guest House Kalabo Town Council
409,Malakal,SS,83.97,moderate rain,9.5334,31.6605,Nile Palace Hotel
411,Redlands,US,82.0,clear sky,34.0556,-117.1825,Dynasty Suites Redlands
415,Along,IN,71.42,overcast clouds,28.1667,94.7667,Hotel West
417,Port Blair,IN,82.04,overcast clouds,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
419,San Cristobal,VE,82.58,overcast clouds,7.7669,-72.225,Pirineos
421,Gasa,PS,76.87,clear sky,31.5,34.4667,رابطة الفنانين الفلسطينيين
422,Kavaratti,IN,81.43,overcast clouds,10.5669,72.642,Hotels in Lakshadweep Islands
423,Camana,PE,69.19,scattered clouds,-16.6228,-72.7111,Hostal Morales
424,Savinka,RU,61.32,broken clouds,50.0785,47.0994,
426,Carballo,ES,69.42,light rain,43.213,-8.691,Pazo do Souto
429,Sale,MA,78.64,few clouds,34.0389,-6.8166,Hôtel Mercure Rabat Sheherazade
430,Saucillo,MX,83.26,clear sky,28.0167,-105.2833,Hotel La Posada de San Judas Tadeo
431,Golden,US,68.97,few clouds,39.7555,-105.2211,"The Golden Hotel, Ascend Hotel Collection"
433,Ntchisi,MW,66.18,scattered clouds,-13.5278,33.9149,
435,Flinders,AU,61.05,clear sky,-34.5833,150.8552,Shellharbour Resort & Conference Centre
436,Tupelo,US,82.98,clear sky,34.2576,-88.7034,"Hilton Garden Inn Tupelo, MS"
439,Antalaha,MG,76.24,clear sky,-14.9003,50.2788,Hotel Vitasoa
440,Mahajanga,MG,78.82,few clouds,-15.7167,46.3167,Restaurant Greedy Coco Lodge Majunga
441,Bereda,ES,70.41,overcast clouds,43.2686,-7.5406,Pazo de Verdes
443,Yulara,AU,60.51,clear sky,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
444,Rincon,US,83.86,broken clouds,32.296,-81.2354,Days Inn Rincon
445,Mount Isa,AU,65.97,clear sky,-20.7333,139.5,ibis Styles Mt Isa Verona
448,Saint-Joseph,RE,73.78,few clouds,-21.3667,55.6167,"""Plantation Bed and Breakfast"
450,Westport,US,71.89,fog,41.1415,-73.3579,The Westport Inn
451,Xam Nua,LA,67.5,overcast clouds,20.4197,104.0439,Xee Wang Guesthouse
453,Hualmay,PE,66.4,broken clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
455,Parthenay,FR,75.18,overcast clouds,46.6667,-0.4167,La Froterie
456,Mosquera,CO,62.69,broken clouds,4.7059,-74.2302,Hotel SJ
457,Kingman,US,83.55,clear sky,35.1894,-114.053,Rodeway Inn Kingman Route 66
459,Cam Ranh,VN,80.56,few clouds,11.9214,109.1591,OYO 598 Peony Hotel
460,Sourpi,GR,76.62,few clouds,39.1,22.9,Villas Nies
461,Totness,SR,82.24,overcast clouds,5.8833,-56.3167,STAATS LOGEERGEBOUW TOTNESS
462,Steinbach,DE,80.78,clear sky,50.1667,8.5667,Mercure Hotel Frankfurt Eschborn Helfmann Park
463,Honiara,SB,77.36,scattered clouds,-9.4333,159.95,Heritage Park Hotel
466,Dwarka,IN,84.11,clear sky,22.2394,68.9678,Hotel Narayan Avezika Comfort
469,Talara,PE,74.16,clear sky,-4.5772,-81.2719,Hostal Oro Negro
470,Waingapu,ID,77.65,few clouds,-9.6567,120.2641,Pondok Wisata Elim
471,Phangnga,TH,82.44,overcast clouds,8.4509,98.5298,Sunimit Mansion
472,Yabrud,SY,66.49,clear sky,33.9674,36.6574,صالة افراح الاندلس
479,Doba,TD,75.88,heavy intensity rain,8.65,16.85,Restaurant Auberge La Pétrolière
480,Omboue,GA,82.29,light rain,-1.5746,9.2618,Hotel Olako
481,Oud-Beijerland,NL,80.02,overcast clouds,51.8242,4.4125,Bed & Breakfast Brakelsveer
483,Marsa Matruh,EG,70.03,clear sky,31.3525,27.2453,Beau Site
484,Hovd,MN,61.72,scattered clouds,48.0056,91.6419,Hotel Khovd
485,Glasgow,GB,66.15,few clouds,55.8652,-4.2576,Glasgow Marriott Hotel
488,Teguldet,RU,63.05,light rain,57.3064,88.1667,
490,Nanakuli,US,75.15,overcast clouds,21.3906,-158.1547,Camp Pālehua
491,Urk,NL,77.18,broken clouds,52.6625,5.6014,Bed & Breakfast Urk
494,Zelenyy Bor,RU,69.82,overcast clouds,53.6667,91.6667,Gostinitsa
497,Gweta,BW,82.38,clear sky,-20.1833,25.2333,Gweta Lodge
498,Adra,ES,71.78,scattered clouds,36.7496,-3.0206,Hostal Zapata
499,Richards Bay,ZA,68.97,light rain,-28.783,32.0377,BON Hotel Waterfront Richards Bay
501,West Wendover,US,63.61,clear sky,40.7391,-114.0733,"Motel 6 Wendover, UT"
505,Mufulira,ZM,70.3,clear sky,-12.5498,28.2407,Kamiria lodge
506,Bambanglipuro,ID,80.11,broken clouds,-7.95,110.2833,Puri Brata
507,Ouesso,CG,83.66,overcast clouds,1.6136,16.0517,ABENIE Hotel
512,Bria,CF,77.79,overcast clouds,6.5423,21.9863,WFP Guesthouse
514,Tanggu,CN,71.56,scattered clouds,39.0211,117.6469,Ibis Tianjin Tanggu Hotel
517,Chapais,CA,67.78,overcast clouds,49.7834,-74.8492,Hôtel Opémiska
519,Bani,DO,83.86,broken clouds,18.2833,-70.3333,Hospedaje Henriquez
522,Makat,KZ,65.19,light rain,47.6469,53.3463,Umit
526,Norden,DE,68.14,overcast clouds,53.6,7.2,Hotel Aquarius
527,Tiznit,MA,78.91,clear sky,29.5833,-9.5,
528,Tomatlan,MX,82.9,scattered clouds,19.9333,-105.25,El Salvial
530,Luanda,AO,79.65,clear sky,-8.8368,13.2343,EPIC SANA Luanda
531,Heide,DE,68.18,broken clouds,54.2,9.1,nordica Hotel Berlin
537,Bristol,US,75.09,overcast clouds,41.8334,-71.1662,
538,Celestun,MX,80.87,clear sky,20.8667,-90.4,Posada Lilia
539,Ha Giang,VN,69.76,overcast clouds,22.8333,104.9833,Truong Xuan Resort
540,Nemyriv,UA,60.3,scattered clouds,48.9708,28.8378,Avanhard
541,Show Low,US,78.08,clear sky,34.2542,-110.0298,Hampton Inn & Suites Show Low-Pinetop
542,Sjenica,RS,65.86,few clouds,43.2731,19.9994,MP Company Rooms
544,Soyo,AO,81.95,few clouds,-6.1349,12.3689,Hotel Mpampa
545,Aberdeen,GB,63.66,overcast clouds,57.1437,-2.0981,Premier Inn Aberdeen City Centre hotel
546,Gat,IL,74.79,clear sky,31.61,34.7642,OlusHome
547,Amahai,ID,79.52,overcast clouds,-3.3333,128.9167,HOTEL ISABELA
548,Bandarbeyla,SO,83.16,clear sky,9.4942,50.8122,JABIR HOTEL
549,Iracoubo,GF,80.94,overcast clouds,5.4802,-53.2011,Le Gîte d’Iracoubo
550,Mapiri,BO,77.41,broken clouds,-15.25,-68.1667,
551,Sawtell,AU,71.62,overcast clouds,-30.3833,153.1,The Bungalow Sawtell
553,Hervey Bay,AU,71.02,broken clouds,-25.2986,152.8535,Shelly Bay Resort
554,La Cruz,MX,79.18,overcast clouds,23.9167,-106.9,Jesús angel
555,Shitkino,RU,62.62,overcast clouds,56.3703,98.3543,
556,Anloga,GH,84.72,scattered clouds,5.7947,0.8973,Pin Drop Hotel
557,Tuensang,IN,68.2,overcast clouds,26.2833,94.8333,B.W.D Resthouse.
558,Wapakoneta,US,76.41,clear sky,40.5678,-84.1936,Best Western Wapakoneta Inn
559,Nabire,ID,76.33,light rain,-3.3667,135.4833,Hotel Nusantara I
560,Faya,SA,80.71,clear sky,18.3851,42.4509,املاك خالد الشعشوع
561,San Quintin,MX,66.94,clear sky,30.4833,-115.95,Don Eddie's Sport Fishing Center
562,Marawi,PH,70.39,overcast clouds,7.9986,124.2928,Derogongan Residence
564,Sirsi,IN,73.54,overcast clouds,14.6167,74.85,Tripvillas @ Sapna Yatri Nivas
565,Parnamirim,BR,84.54,broken clouds,-5.9156,-35.2628,Pousada Joaci
566,Eatonton,US,84.56,overcast clouds,33.3268,-83.3885,Western Motel of Eatonton
568,Dalvik,IS,60.73,overcast clouds,65.9702,-18.5286,Dalvík Hostel
574,Denizli,TR,74.43,broken clouds,37.8402,29.0698,Anemon Denizli Hotel
575,Kilindoni,TZ,80.96,clear sky,-7.9139,39.6668,Bustani B&B
577,La Asuncion,VE,81.55,broken clouds,11.0333,-63.8628,Colinas de Matasiete
583,Teguise,ES,68.22,few clouds,29.0605,-13.564,B&B La Casona de Nazaret
584,Buchanan,LR,84.25,moderate rain,5.8808,-10.0467,Kamaneahn Hotel Inc
586,Narasannapeta,IN,84.7,clear sky,18.4167,84.05,AVK events and catering
588,Kismayo,SO,81.09,broken clouds,-0.3582,42.5454,Agan-Hotel
589,Avera,US,82.54,overcast clouds,33.194,-82.5271,
591,Ishigaki,JP,71.73,broken clouds,24.3448,124.1572,Hotel Peace Land Ishigakijima
596,Byron Bay,AU,70.72,scattered clouds,-28.65,153.6167,Backpackers Inn
597,Santa Fe,AR,61.0,overcast clouds,-31.6333,-60.7,Conquistador Hotel
598,Turka,UA,60.46,broken clouds,49.1541,23.0297,Мотель
605,Darhan,MN,60.31,broken clouds,49.4867,105.9228,Buudai Hotel
606,Pervomayskoye,RU,74.79,clear sky,43.919,46.7102,
608,Arkhangelsk,RU,66.31,few clouds,64.5401,40.5433,DVINA HOTEL
610,Hami,CN,73.18,broken clouds,42.8,93.45,Laoyutang Resort
611,Rio Grande,BR,62.94,overcast clouds,-32.035,-52.0986,Hotel Atlântico Rio Grande
612,Khash,IR,74.12,clear sky,28.2211,61.2158,خوابگاه آبجی محدثه
613,Marovoay,MG,79.45,clear sky,-16.1,46.6333,Hôtel les Oliviers Marovoay
614,Teluk Nibung,ID,79.02,overcast clouds,3.001,99.8164,Hotel Assyifa
615,Kuching,MY,79.02,few clouds,1.55,110.3333,Hilton Kuching
617,Moose Factory,CA,68.0,clear sky,51.2585,-80.6094,Moosonee Lilypad
618,Santa Cruz,BO,73.45,broken clouds,-17.8,-63.1667,Aviador Hotel Boutique
619,Half Moon Bay,US,62.87,fog,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
620,Maningrida,AU,76.84,clear sky,-12.0667,134.2667,Dhukurrdji Lodge
621,Kearney,US,61.36,overcast clouds,40.6995,-99.0815,"Holiday Inn Kearney, an IHG Hotel"
623,Santiago De Cao,PE,66.33,clear sky,-7.9589,-79.2392,Casa de la tía
625,Tuy Hoa,VN,78.21,overcast clouds,13.0833,109.3,CenDeluxe Hotel Tuy Hoa
626,Oistins,BB,84.29,scattered clouds,13.0667,-59.5333,Butterfly Beach Hotel
627,Amberley,US,77.95,clear sky,39.2048,-84.428,Days Inn & Suites by Wyndham Cincinnati
628,Isabela,PH,78.85,overcast clouds,6.7085,121.9711,Isawad Resort
629,Tateyama,JP,60.1,light rain,34.9833,139.8667,Tateyama Seaside Hotel
633,Santa Luzia,BR,74.3,overcast clouds,-19.7697,-43.8514,Pousada Chao Earth
637,Tabas,IR,82.33,clear sky,33.5959,56.9244,شرکت معماری مهراز شایگان آراد
638,Maumere,ID,80.33,broken clouds,-8.6199,122.2111,Sylvia Hotel
641,Siderno,IT,72.86,clear sky,38.2779,16.302,Grand Hotel President
642,Manokwari,ID,78.84,overcast clouds,-0.8667,134.0833,Swiss Belhotel Manokwari
647,Luang Prabang,LA,75.67,broken clouds,19.8856,102.1347,The Apsara
648,Edmundston,CA,66.43,overcast clouds,47.3737,-68.3251,Best Western Plus Edmundston Hotel
650,Sibolga,ID,79.48,overcast clouds,1.7427,98.7792,Hotel Syariah CN Darussalam
652,Guangyuan,CN,60.91,overcast clouds,32.442,105.823,Guangyuan Poetry Hotel
653,Palaikastron,GR,70.09,clear sky,35.2,26.25,Marina Village
654,Yanam,IN,84.22,clear sky,16.7333,82.2167,The Regency Hotel
655,Caska,MK,81.12,broken clouds,41.6506,21.6622,
656,Pimentel,PE,68.29,clear sky,-6.8367,-79.9342,Hotel Puerto del Sol
657,Pitimbu,BR,82.99,overcast clouds,-7.4706,-34.8086,Reserva do Abiaí
660,Romita,MX,75.83,clear sky,20.8667,-101.5167,HOTEL RESTER
661,Arak,IR,78.08,clear sky,34.0917,49.6892,Zagros Hotel
662,Vao,NC,73.44,clear sky,-22.6667,167.4833,Hotel Kou-Bugny
663,Rio Verde De Mato Grosso,BR,76.19,moderate rain,-18.9181,-54.8442,Quedas Palace Hotel
664,Bairiki,KI,80.6,light rain,1.3292,172.9752,Tarawa Boutique Hotel
666,Maroantsetra,MG,74.37,clear sky,-15.4333,49.7333,Annexe Vatsy Hôtel
667,Cuamba,MZ,71.22,broken clouds,-14.8031,36.5372,Hotel Vision
668,Porto-Vecchio,FR,78.46,clear sky,41.591,9.2795,Hôtel Le Goéland - Casa Santini
671,Dali,CN,60.76,broken clouds,25.7,100.1833,Dali Travelling With Hostel
672,Denpasar,ID,80.26,few clouds,-8.65,115.2167,OYO 3156 Hotel Warta 2
673,Houston,US,84.94,few clouds,29.7633,-95.3633,"Hotel ICON, Autograph Collection"
674,Coronado,US,80.26,scattered clouds,32.6859,-117.1831,Hilton San Diego Bayfront
679,Chunskiy,RU,61.39,overcast clouds,56.0815,99.6342,Odisseya
682,Tsiroanomandidy,MG,67.71,broken clouds,-18.7667,46.0333,Hotel Ravinala
684,Nola,IT,81.05,scattered clouds,40.922,14.5329,Palazzo Giordano Bruno
685,Cabra,ES,78.28,overcast clouds,37.4725,-4.4421,MS Fuente Las Piedras
